year,category,verbatim
2021,Funding Adequacy & Policy,"The actuarially determined net pension liability, calculated as required by GASB Statement No. 67, Financial Reporting for Pension Plans, is dependent on several assumptions including the assumption that future required contributions from all sources are made based on statutory requirements in existence as of the date of this report."
2021,Funding Adequacy & Policy,The first factor shown in the table is the difference between actual employer/state contributions and the amount that would cover the employer/state's cost of benefits earned during the year and prevent the prior year’s unfunded liability from growing. That shortfall was $1.4 billion.
2021,Funding Adequacy & Policy,We strongly recommend an actuarial funding method that targets 100% funding.
2021,Funding Adequacy & Policy,The expected benefit payments do not equal the present value of the reserve. The additional amount needed (the unfunded actuarial accrued liability) as calculated by the actuary was $79.9 billion in FY21 based on the actuarial value of assets.
2021,Funding Adequacy & Policy,"Buyouts will continue until June 30, 2024 or until the bond authorization is exhausted."
2021,Funding Adequacy & Policy,"Nonetheless, TRS continues to carry one of the lowest funded ratios in the nation for a retirement system its size."
2021,Funding Adequacy & Policy,There is a difference between these amounts because actual contributions are based on state statute under a methodology that does not conform to that used to determine the actuarially-determined contribution.
2021,Funding Adequacy & Policy,"Projected contributions assume that all statutorily required contributions are made, including projected contributions from members, employers and the State of Illinois (nonemployer contributing entity)."
2021,Funding Adequacy & Policy,State contributions rates reflect recertifications and may not agree with original certifications in actuarial reports.
2021,Funding Adequacy & Policy,"TRS members have always contributed their share. The State funding has been inadequate, resulting in TRS being among the worst funded public employee retirement systems in the United States."
2021,Funding Adequacy & Policy,Totals shown are rates certified by the TRS Board of Trustees based on estimated payrolls and may not total due to rounding.
2021,Funding Adequacy & Policy,Actual amounts collected do not equal amounts estimated by actuaries due to differences between estimated and actual payroll.
2021,Funding Adequacy & Policy,"The projected unit credit method has the effect of delaying the cost of a member’s service and deferring contributions, thereby leading to higher costs in the long run."
2021,Funding Adequacy & Policy,"The System had an actuarial value of $59.0 billion in assets and a long-term benefit obligation of $138.9 billion, which creates an unfunded liability of $79.9 billion."
2021,Funding Adequacy & Policy,The methods mandated by the Illinois Pension Code as described in the Funding Adequacy section are inadequate to appropriately fund TRS.
2021,Actuarial & Measurement Risk,"The actuarially determined net pension liability, calculated as required by GASB Statement No. 67, Financial Reporting for Pension Plans, is dependent on several assumptions including the assumption that future required contributions from all sources are made based on statutory requirements in existence as of the date of this report."
2021,Actuarial & Measurement Risk,We strongly recommend an actuarial funding method that targets 100% funding.
2021,Actuarial & Measurement Risk,Increases in this percentage indicate deterioration in a system’s financial position.
2021,Actuarial & Measurement Risk,The expected benefit payments do not equal the present value of the reserve. The additional amount needed (the unfunded actuarial accrued liability) as calculated by the actuary was $79.9 billion in FY21 based on the actuarial value of assets.
2021,Actuarial & Measurement Risk,There is a difference between these amounts because actual contributions are based on state statute under a methodology that does not conform to that used to determine the actuarially-determined contribution.
2021,Actuarial & Measurement Risk,"Projected contributions assume that all statutorily required contributions are made, including projected contributions from members, employers and the State of Illinois (nonemployer contributing entity)."
2021,Actuarial & Measurement Risk,"The Schedule of Changes in Net Pension Liability and the Schedule of Net Pension Liability are affected by various factors. In FY21, they increased the total pension liability by $3.7 billion."
2021,Actuarial & Measurement Risk,State contributions rates reflect recertifications and may not agree with original certifications in actuarial reports.
2021,Actuarial & Measurement Risk,Actual amounts collected do not equal amounts estimated by actuaries due to differences between estimated and actual payroll.
2021,Actuarial & Measurement Risk,"Cheiron recommended additional disclosure on stress testing, but it has not been included in the 2021 preliminary actuarial valuation."
2021,Actuarial & Measurement Risk,"The projected unit credit method has the effect of delaying the cost of a member’s service and deferring contributions, thereby leading to higher costs in the long run."
2021,"Market, Liquidity & Valuation",Investments in limited partnerships are normally long-term with an approximate life of 10 to 15 years and considered illiquid. Investors are subject to redemption restrictions that limit and restrict the ability of limited partners to exit prior to dissolution.
2021,"Market, Liquidity & Valuation","Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Fiduciary Net Position."
2021,"Market, Liquidity & Valuation","The COVID-19 pandemic caused disruption in nearly every aspect of the world economy with certain industries, such as hospitality, air travel, senior housing and discretionary retail, seeing the most severe impact to operations."
2021,"Market, Liquidity & Valuation",Both interest rate and inflation rate swaps have fair values that are sensitive to interest rate changes.
2021,"Market, Liquidity & Valuation",Interest rate risk is the risk that changes in interest rates will adversely affect the fair value of an investment.
2021,"Market, Liquidity & Valuation","As of June 30, 2021, TRS had remaining unfunded commitments of $12,478,928,848 within the real estate, other real assets, private equity, diversifying strategies and global income asset classes."
2021,"Market, Liquidity & Valuation","Since loans are terminable at will, the maturity of loans generally does not match the maturity of collateral investments."
2021,"Market, Liquidity & Valuation","As a result of the spread of the SARS-CoV-2 virus and the incidence of COVID-19, economic uncertainties have arisen which may negatively affect the fiduciary net position of the System."
2021,"Market, Liquidity & Valuation","TRS investments are diversified and include various investment securities.  Investment securities are exposed to a variety of risk including credit, market and interest rate risk."
2021,"Market, Liquidity & Valuation","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2021,"Market, Liquidity & Valuation","Markets were able to stabilize and subsequently rallied for impressive results, however volatility persists due to COVID-19 variants and resurges."
2021,"Market, Liquidity & Valuation","As of June 30, 2021, it is probable that all investments in this type will be sold at an amount different from the current NAV of the Plan’s ownership interest."
2021,"Market, Liquidity & Valuation","The retail and hotel sectors, segments hit the hardest during the pandemic, have been slower to recover but are beginning to see near term improvement."
2021,"Credit, Counterparty & Concentration",TRS does not have a policy regarding master netting arrangements.
2021,"Credit, Counterparty & Concentration","Although the derivative instruments held within the TRS investment portfolio are executed with various counterparties, approximately 95 percent of the net market value exposure to credit risk is for non-exchange traded derivative contracts held with 10 counterparties."
2021,"Credit, Counterparty & Concentration",Non-exchange traded derivative instruments may expose TRS to credit/counterparty risk.
2021,"Credit, Counterparty & Concentration",The counterparty risk exposure below is primarily unsettled currency forward contracts. This represents the maximum loss that would be recognized at the reporting date if all counterparties failed to perform as contracted.
2021,"Credit, Counterparty & Concentration",Credit risk is the risk that an issuer or other counterparty to an investment will not fulfill its obligations to TRS.
2021,"Credit, Counterparty & Concentration","Custodial credit risk for deposits is the risk that, in the event of a bank failure, TRS’s deposits may not be returned."
2021,"Credit, Counterparty & Concentration",Concentration of credit risk is the risk of loss that may be attributed to the magnitude of an investment in any one issuer.
2021,"Credit, Counterparty & Concentration","TRS investments are diversified and include various investment securities.  Investment securities are exposed to a variety of risk including credit, market and interest rate risk."
2021,"Credit, Counterparty & Concentration","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2021,"Operational, Legal & Governance",TRS does not have a policy regarding master netting arrangements.
2021,"Operational, Legal & Governance",TRS’s senior leadership team experienced multiple changes during FY21.
2021,"Operational, Legal & Governance",Buyout payments are contingent upon sufficient bond proceeds being available.
2021,"Operational, Legal & Governance",Buyout payments are contingent upon sufficient bond proceeds being available.
2021,"Operational, Legal & Governance","Because pension systems provide tempting targets, the TRS Board of Trustees understands that it is imperative for the System to keep the private information of 432,314 men, women and their families, as well as 991 employers as safe and secure as possible."
2021,"Operational, Legal & Governance",The COVID-19 pandemic further reinforced efforts already underway to combat cyberattacks and illustrated new concerns to be addressed in the expanded use of the work-from-home environment.
2021,"Operational, Legal & Governance","Also during the fiscal year, the TRS executive staff saw the departures of the chief financial officer, chief legal counsel, chief technology officer and chief human resources officer."
2021,"Operational, Legal & Governance",The law suspends a Tier 2 member’s retirement benefits if the member accepts full-time employment in a position covered by one of the Illinois reciprocal retirement systems.
2021,"Operational, Legal & Governance","Cheiron recommended additional disclosure on stress testing, but it has not been included in the 2021 preliminary actuarial valuation."
