year,category,verbatim
2022,Funding Adequacy & Policy,The Schedule of Contributions from Employers and Other Contributing Entities compares actual and actuarially-determined contributions. There is a difference between these amounts because actual contributions are based on state statute under a methodology that does not conform to that used to determine the actuarially-determined contribution.
2022,Funding Adequacy & Policy,The first factor shown in the table is the difference between actual employer/state contributions and the amount that would cover the employer/state's cost of benefits earned during the year and prevent the prior year’s unfunded liability from growing. That shortfall was $610 million.
2022,Funding Adequacy & Policy,"While all calculations have been made in conformity with generally accepted actuarial principles and practices, and with the Actuarial Standards of Practice issued by the Actuarial Standards Board, this does not endorse the funding methodology required by the Illinois Pension Code."
2022,Funding Adequacy & Policy,Employee rate decreased to 9.00 percent in FY17 because the ERO program was discontinued.
2022,Funding Adequacy & Policy,"Among the other assumptions, Cheiron recommended future stress testing on the impact of the state contribution."
2022,Funding Adequacy & Policy,Totals shown are rates certified by the TRS Board of Trustees based on estimated payrolls and may not total due to rounding. Actual amounts collected do not equal amounts estimated by actuaries due to differences between estimated and actual payroll.
2022,Funding Adequacy & Policy,"Due in part to the chronic under-funded status of TRS, the System’s primary objective is to protect member assets."
2022,Funding Adequacy & Policy,"In summary, the $0.7 billion increase in the unfunded liability is the net effect of the $0.6 billion employer cost in excess of contributions, the $0.3 billion gain due to experience and the $0.4 billion increase due to assumption changes."
2022,Funding Adequacy & Policy,State contributions rates reflect recertifications and may not agree with original certifications in actuarial reports.
2022,Funding Adequacy & Policy,The unfunded liability as a percentage of payroll is a standard measure of the relative size of the unfunded liability. Increases in this percentage indicate deterioration in a system’s financial position.
2022,Funding Adequacy & Policy,"Projected contributions assume that all statutorily required contributions are made, including projected contributions from members, employers and the State of Illinois (nonemployer contributing entity)."
2022,Funding Adequacy & Policy,"Beginning in FY18, the federal contribution rate for salaries paid from federal funds is the same as the total employer normal cost rate. Previously, it was the same as the state contribution rate."
2022,Funding Adequacy & Policy,"Due to the under-funded status of TRS, the System’s primary objective is to protect member assets against large market downturns caused by economic unpredictability, as experienced within the year."
2022,Funding Adequacy & Policy,The methods mandated by the Illinois Pension Code as described in the Funding Adequacy section are inadequate to appropriately fund TRS.
